original_question,true_answer,true_source,part,model_full_response,model_answer,model_source,correct_answer,correct_part,correct_siman,correct_saif,correct_all
"אני דיין בבית דין ולפני כמה תיקים שמחכים לדיון: תביעה של אלמנה, תביעה של יתום, תביעה של תלמיד חכם, תביעה של אישה רגילה ותביעה של איש פשוט. איני בטוח מהו סדר העדיפות הנכון לפי ההלכה לטיפול בתיקים אלו. האם עלי לדון קודם בתביעה של היתום?",כן,"שו""ע חו""מ טו:ב","חו""מ","תשובה: כן
מקור: שו""ע חו""מ ט""ו:א",כן,"שו""ע חו""מ ט""ו:א",True,True,True,False,False
"חברי ביקש ממני להעיד בבית הדין על שיחה שהייתה בינו לבין שותפו העסקי, בה הבטיח לו השותף תשלום מסוים עבור עבודה שביצע. אני הייתי נוכח באותה שיחה ושמעתי את ההבטחה. האם אני מחויב על פי ההלכה להעיד לטובתו כשהוא מבקש זאת ממני?",כן,"שו""ע חו""מ כח:א","חו""מ","תשובה: כן
מקור: שו""ע חו""מ כ""ח:א",כן,"שו""ע חו""מ כ""ח:א",True,True,True,True,True
"הייתי עד בבית דין בתביעה ממונית בין שני שכנים. לאחר שסיימתי את עדותי ויצאתי מהחדר, נזכרתי בפרט חשוב ששכחתי לציין שעשוי לשנות את התוצאה. האם אני יכול לחזור לבית הדין ולתקן את עדותי?",לא,"שו""ע חו""מ כט:א","חו""מ","תשובה: לא
מקור: שו""ע חו""מ כ""ט:א",לא,"שו""ע חו""מ כ""ט:א",True,True,True,True,True
"אני וחבר שלי היינו עדים לתאונת פגע וברח. בגלל אילוצי זמן, אני הלכתי להעיד בבית דין בעיר שלי, וחברי העיד בבית דין אחר בעיר מגוריו. האם שתי העדויות שלנו יכולות להצטרף יחד לעדות אחת תקפה?",כן,"שו""ע חו""מ ל:יא","חו""מ","תשובה: לא
מקור: שו""ע חו""מ ל':א",לא,"שו""ע חו""מ ל':א",False,True,True,False,False
"אני משמש כדיין בבית דין, והיום הגיע לפנינו מקרה של סכסוך עסקי בין שני אנשים. אחד הצדדים הביא כעד את אבי חתנו (כלומר, אבי הכלה של בנו). האם אני יכול לשבת בדין ולהסתמך על עדותו של אבי הכלה בפסיקה?","מחלוקת שו""ע-רמ""א","שו""ע חו""מ לג:ו","חו""מ","תשובה: לא
מקור: שו""ע חו""מ ל""ג:ג",לא,"שו""ע חו""מ ל""ג:ג",False,True,True,False,False
חברי שנמצא במצב כלכלי קשה פנה אליי וביקש עזרה. יש לי אפשרות לתת לו סכום כסף כצדקה או להציע לו הלוואה באותו סכום (שיחזיר כשמצבו ישתפר). מה עדיף מבחינה הלכתית - לתת לו את הכסף כמתנה או להלוות לו?,כן (עדיף להלוות),"שו""ע חו""מ צז:א","חו""מ","תשובה: מחלוקת שו""ע-רמ""א
מקור: שו""ע יו""ד רמ""ט:ו","מחלוקת שו""ע-רמ""א","שו""ע יו""ד רמ""ט:ו",False,False,False,False,False
"לוויתי כסף מחבר, וכעת הוא מבקש שאחזיר לו את ההלוואה. אמרתי לו שאני זקוק לזמן כדי למכור נכס שיש לי כדי להשיג את הכסף להחזר. האם על פי ההלכה מגיע לי זמן של 30 יום להשיג את הכסף?",כן,"שו""ע חו""מ ק:א","חו""מ","תשובה: כן
מקור: שו""ע חו""מ ק:א",כן,"שו""ע חו""מ ק:א",True,True,True,True,True
"לוויתי סכום כסף מחבר והתחייבתי להחזיר לו בסוף החודש. עכשיו הגיע מועד הפירעון, ויש לי בבעלותי רהיטים יקרים ואפילו קרקע קטנה שירשתי, אבל אין לי כרגע מזומנים. האם אני יכול להציע לחבר לקחת את הרהיטים או חלק מהקרקע במקום הכסף שאני חייב לו?",לא,"שו""ע חו""מ קא:א","חו""מ","תשובה: לא
מקור: שו""ע חו""מ ק""א:א",לא,"שו""ע חו""מ ק""א:א",True,True,True,True,True
"הלוויתי כסף לחבר והוא אינו מסוגל להחזיר לי את החוב. בית הדין החליט לשום את הקרקע שלו לטובת החזר החוב. טענתי שצריך להעריך את הקרקע לפי ערכה העתידי שצפוי לעלות בחודשים הקרובים, האם אני צודק?",לא,"שו""ע חו""מ קג:א","חו""מ","תשובה: לא
מקור: שו""ע חו""מ ק""א:ה",לא,"שו""ע חו""מ ק""א:ה",True,True,False,False,False
"לויתי כסף משני חברים ובגלל קשיים כלכליים אני לא יכול להחזיר לשניהם את החוב במלואו. אחד החברים שלח את גיסו לביתי בזמן שלא הייתי, והוא לקח את המחשב הנייד שלי כדי להבטיח את החזר החוב לחבר שלו. האם הוא רשאי לעשות זאת?",לא,"שו""ע חו""מ קה:א","חו""מ","תשובה: לא
מקור: שו""ע חו""מ צ""ז:ו",לא,"שו""ע חו""מ צ""ז:ו",True,True,False,False,False
"אבי ז""ל נפטר לפני חודש והשאיר אחריו חוב לספק הריהוט שלו. אני ואחי ירשנו ממנו דירה קטנה. הספק פנה אלינו בדרישה שנשלם את החוב. האם אנחנו מחויבים על פי ההלכה לשלם את חובו של אבינו?",כן,"שו""ע חו""מ קז:א","חו""מ","תשובה: כן
מקור: שו""ע חו""מ ק""ז:א",כן,"שו""ע חו""מ ק""ז:א",True,True,True,True,True
"בשיחה עם חבר לעבודה, התבדחתי על חזרתו בתשובה וקראתי לו ""חוזר בשאלה"" בטון מזלזל. הוא נפגע מאוד ואמר שפגעתי בו. האם עברתי על איסור אונאת דברים לפי ההלכה?",כן,"שו""ע חו""מ רכח:א","חו""מ","תשובה: כן
מקור: שו""ע חו""מ רכ""ח:א",כן,"שו""ע חו""מ רכ""ח:א",True,True,True,True,True
"בכיתה אצלנו יש תלמיד שכולם קוראים לו ""ג'ינג'י"" בגלל צבע שיערו, והוא נראה שהתרגל לזה. אתמול קראתי לו כך כשהוא טעה בתשובה בכיתה כדי להביך אותו קצת. האם עברתי על איסור בכך?",כן,"שו""ע חו""מ רכח:ה","חו""מ","תשובה: כן
מקור: שו""ע חו""מ תכ""ח:ה",כן,"שו""ע חו""מ תכ""ח:ה",True,True,False,True,False
"בטיול השנתי של הכיתה של בני, החליטו התלמידים לעשות מתיחה לחבר שלהם ולקחת את התיק שלו ולהחביא אותו. בני שיתף אותי ואמר שהם התכוונו להחזיר את התיק בסוף היום ושזה היה רק בצחוק. האם מותר לעשות זאת מבחינה הלכתית?",לא,"שו""ע חו""מ שמח:א","חו""מ","תשובה: לא
מקור: שו""ע חו""מ שמ""ח:א",לא,"שו""ע חו""מ שמ""ח:א",True,True,True,True,True
"בשוק הפשפשים, מוכר הציע לי שעון יוקרתי במחיר מאוד נמוך. כשהתעניינתי, הוא לחש באוזני שהשעון ""נלקח"" ממחסן של חנות מותגים. האם מותר לי לקנות את השעון במחיר המציאה הזה?",לא,"שו""ע חו""מ שנו:א","חו""מ","תשובה: לא
מקור: שו""ע חו""מ שנ""ו:א",לא,"שו""ע חו""מ שנ""ו:א",True,True,True,True,True
קניתי לאחרונה בית חדש ובחצר האחורית יש מבנה קטן שאני משתמש בו רק לאחסון כלי עבודה וציוד גינה. האם אני מחויב לבנות מעקה על גג המבנה הזה?,לא,"שו""ע חו""מ תכז:א","חו""מ","תשובה: כן
מקור: שו""ע חו""מ תכ""ז:א",כן,"שו""ע חו""מ תכ""ז:א",False,True,True,True,False
"אני אשה שלמדה הלכות שחיטה והתאמנתי רבות, ועתה ברצוני לשחוט עופות בחצר ביתי לצורך משפחתי. בעלי טוען שנשים אינן רשאיות לשחוט על פי ההלכה. האם מותר לי לשחוט?","מחלוקת שו""ע-רמ""א","שו""ע יו""ד א:א","יו""ד","תשובה: כן
מקור: שו""ע יו""ד א:א

השולחן ערוך ביורה דעה סימן א סעיף א פוסק שהכל כשרים לשחוט, לרבות נשים. אמנם הרמ""א מוסיף שנהגו שלא לתת לנשים לשחוט, אך זהו מנהג ולא מדין, והשולחן ערוך עצמו קובע באופן ברור שנשים כשרות לשחוט מעיקר הדין.",כן,"שו""ע יו""ד א:א",False,True,True,True,False
"אתמול שחטתי עוף בחצר ביתי לארוחת ערב. תוך כדי השחיטה התחלתי לחשוב על דברים אחרים ולא התרכזתי כלל במעשה השחיטה, אך הקפדתי על כל הלכות השחיטה מבחינה טכנית. האם העוף כשר למאכל למרות שלא הייתה לי כוונה מיוחדת לשם שחיטה בזמן המעשה?",כן,"שו""ע יו""ד ג:א","יו""ד","תשובה: כן
מקור: שו""ע יו""ד כ""ח:ב

הסבר: השולחן ערוך ביורה דעה סימן כ""ח סעיף ב' פוסק שאם שחט בסכין כשרה כהלכה, אפילו בלא כוונה לשחיטה כלל, השחיטה כשרה. כל עוד בוצעה השחיטה בצורה טכנית נכונה ע""י אדם היודע הלכות שחיטה, אין צורך בכוונה מיוחדת לשם שחיטה בזמן מעשה השחיטה עצמו.",כן,"שו""ע יו""ד כ""ח:ב",True,True,False,False,False
"קניתי סכין יפני חדש מפלדה איכותית לבית ורציתי להשתמש בו לשחיטת תרנגולת שגידלתי בחצר לקראת החג. האם מותר לי לשחוט עם הסכין הזה, בהנחה שהוא חד מאוד ואין בו שום פגם?",כן,"שו""ע יו""ד ו:א","יו""ד","תשובה: לא
מקור: שו""ע יו""ד י""ח:א

בשולחן ערוך יורה דעה סימן י""ח סעיף א' מבואר שצריך לשחוט בסכין שנבדק על ידי חכם מומחה בהלכות שחיטה, וצריך שיהיה הסכין ללא פגימה. אמנם גם אם הסכין חד מאוד ואין בו פגם, אין להשתמש בו לשחיטה ללא הכשרה מיוחדת של השוחט, שכן שחיטה כשרה מצריכה מומחיות והסמכה של השוחט, ולא רק סכין כשר.",לא,"שו""ע יו""ד י""ח:א",False,True,False,True,False
"אני שוחט שקנה סכין חדש קטן יחסית, ואני לא בטוח אם הוא מספיק ארוך לשחיטה. האם אני יכול להשתמש בו אם אורך הסכין שווה בדיוק לאורך צוואר אחד של התרנגולת שאני מתכוון לשחוט?",לא,"שו""ע יו""ד ח:א","יו""ד","תשובה: לא
מקור: שו""ע יו""ד כ""ד:א",לא,"שו""ע יו""ד כ""ד:א",True,True,False,True,False
אני עובד בבית מטבחיים ולפעמים אנחנו נדרשים לשחוט בשעות מאוחרות בלילה. האם מותר לי מבחינה הלכתית לשחוט בהמה בלילה כאשר המקום מואר היטב באמצעות תאורה חשמלית חזקה?,כן,"שו""ע יו""ד יא:א","יו""ד","תשובה: כן
מקור: שו""ע יו""ד י""א:א",כן,"שו""ע יו""ד י""א:א",True,True,True,True,True
"אני שוחט במקצועי וביום שבת שחטתי כמה עופות בשוגג כי התבלבלתי בתאריך וחשבתי שהיום יום חול. כמובן שאני מצטער מאוד על חילול השבת, אבל רציתי לדעת האם העופות ששחטתי כשרים לאכילה או שהם נאסרו בגלל שנשחטו בשבת?",כן,"שו""ע יו""ד יא:ב","יו""ד","תשובה: לא
מקור: שו""ע או""ח שי""ח:א",לא,"שו""ע או""ח שי""ח:א",False,False,False,False,False
"בנסיעה לים, תפסתי דג גדול ורציתי להכין אותו לארוחת ערב. חבר דתי שהיה איתי אמר לי שעליי לשחוט את הדג לפי כללי השחיטה היהודית כדי שיהיה כשר. האם הוא צודק?",לא,"שו""ע יו""ד יג:א","יו""ד","תשובה: לא
מקור: שו""ע יו""ד י""ג:א",לא,"שו""ע יו""ד י""ג:א",True,True,True,True,True
"אני שוחט בקהילה הקטנה שלנו, והיום הייתי צריך לשחוט מספר תרנגולות לשבת. מרוב לחץ, שחטתי שלוש תרנגולות ברצף ורק אחר כך בדקתי את הסכין. חבר אמר לי שהייתי צריך לבדוק את הסכין בין כל שחיטה. האם הוא צודק?",כן,"שו""ע יו""ד יח:יא","יו""ד","תשובה: כן
מקור: שו""ע יו""ד י""ח:ט",כן,"שו""ע יו""ד י""ח:ט",True,True,True,False,False
"כבעל שמחה משפחתית, הזמנתי שוחט לאירוע שלנו כדי לשחוט כמה תרנגולות, כבש וברווז לסעודה החגיגית. האם השוחט צריך לברך ברכה נפרדת לפני שחיטת כל סוג בעל חיים, או שמספיקה ברכה אחת לכל השחיטות?",כן (מספיקה ברכה אחת),"שו""ע יו""ד יט:ב","יו""ד","תשובה: לא
מקור: שו""ע יו""ד י""ט:ו

על פי השולחן ערוך ביורה דעה סימן י""ט סעיף ו', אם השוחט שוחט כמה בהמות או עופות ברצף, אפילו ממינים שונים, די בברכה אחת לכולם. אין צורך לברך ברכה נפרדת לכל סוג בעל חיים, כל עוד לא הפסיק בין שחיטה לשחיטה.",לא,"שו""ע יו""ד י""ט:ו",False,True,True,False,False
"אני מנהל מסעדה כשרה למהדרין. לאחרונה, השוחט שלנו התחיל לקצר תהליכים ולא בודק את הריאה של כל בהמה אם אין סימנים חיצוניים לבעיה. הוא טוען שמספיק לבדוק רק אם יש סימן חיצוני לבעיה. האם הוא צודק מבחינה הלכתית?",לא,"שו""ע יו""ד לט:א","יו""ד","תשובה: לא
מקור: שו""ע יו""ד ל""ט:א",לא,"שו""ע יו""ד ל""ט:א",True,True,True,True,True
"קניתי עגל בשוק והלכתי לשוחט שישחט אותו עבורי. האם אני מחויב על פי ההלכה להפריש חלק מבשר העגל (הזרוע, הלחיים והקיבה) ולתת אותם לחבר שלי שהוא כהן?",כן,"שו""ע יו""ד סא:א","יו""ד","תשובה: כן
מקור: שו""ע יו""ד של""א:א",כן,"שו""ע יו""ד של""א:א",True,True,False,True,False
"קניתי חבילת בשר כשר מהסופרמרקט השכונתי (שמוכר רק בשר כשר) והשארתי אותה על השיש במטבח בזמן שיצאתי לסידורים לכמה שעות. כשחזרתי, אני לא בטוח אם זו אותה חבילת בשר שקניתי כי אינה נראית מסומנת באופן מיוחד. האם מותר לי להשתמש בבשר זה?",לא,"שו""ע יו""ד סג:א","יו""ד","תשובה: כן
מקור: שו""ע יו""ד ס""ג:ב

על פי השולחן ערוך ביורה דעה סימן ס""ג סעיף ב', בשר שנמצא ביד ישראל או בביתו (כמו במקרה שלך), אפילו באיזור שרוב הטבחים גויים, הבשר מותר ואין חוששים שהוחלף בבשר אחר. במקרה שלך, הבשר נמצא בביתך, וקנית אותו ממקום שמוכר רק בשר כשר, ולכן מותר להשתמש בו.",כן,"שו""ע יו""ד ס""ג:ב",False,True,True,False,False
הכנתי חביתה לארוחת בוקר ובזמן שבירת הביצה לקערה הבחנתי בנקודת דם קטנה בחלק הלבן של הביצה. האם מותר לי להסיר את נקודת הדם ולהשתמש בשאר הביצה להכנת החביתה?,כן,"שו""ע יו""ד סו:ג","יו""ד","תשובה: כן
מקור: שו""ע יו""ד ס""ו:ג",כן,"שו""ע יו""ד ס""ו:ג",True,True,True,True,True
"שמתי בשר במלח כדי להכשירו, והוא שהה שם כ-20 דקות בלבד. לפתע הודיעו לי שאורחים חשובים מגיעים בהקדם ואני צריך לזרז את הכנת הארוחה. האם מותר לי להסיר את המלח ולהמשיך בבישול הבשר למרות שלא עברה שעה שלמה?",כן,"שו""ע יו""ד סט:ו","יו""ד","תשובה: כן
מקור: שו""ע יו""ד ס""ט:ו",כן,"שו""ע יו""ד ס""ט:ו",True,True,True,True,True
הכנתי תבשיל ולתוכו הכנסתי חתיכת בשר ששכחתי למלוח אותה קודם. שמתי לב לכך רק לאחר הבישול. בדקתי ומצאתי שיש פי שישים בתבשיל ביחס לחתיכת הבשר שלא נמלחה. האם מותר לי לאכול גם את חתיכת הבשר עצמה?,"מחלוקת שו""ע-רמ""א","שו""ע יו""ד סט:יא","יו""ד","תשובה: מחלוקת שו""ע-רמ""א
מקור: שו""ע יו""ד ס""ט:יא","מחלוקת שו""ע-רמ""א","שו""ע יו""ד ס""ט:יא",True,True,True,True,True
"בישלתי ארוחת ערב ושמתי בסיר כבד עוף שרק מלחתי אותו (כמו שאר הבשר) בלי לצלות אותו קודם. לאחר שהתבשיל היה מוכן, נזכרתי שאולי הייתי צריך לטפל בכבד אחרת. האם התבשיל כשר לאכילה?","מחלוקת שו""ע-רמ""א","שו""ע יו""ד עג:א","יו""ד","תשובה: לא
מקור: שו""ע יו""ד ע""ג:א",לא,"שו""ע יו""ד ע""ג:א",False,True,True,True,False
"קניתי דג מסוג לא מוכר בשוק והמוכר אמר שהוא כשר, אבל כשהגעתי הביתה לא הצלחתי לראות קשקשים על העור שלו. שמתי את הדג בקערה מלאה מים וראיתי שיש כמה קשקשים קטנים שצפים במים. האם מותר לי לאכול את הדג?",כן,"שו""ע יו""ד פג:ב","יו""ד","תשובה: כן
מקור: שו""ע יו""ד פ""ג:א",כן,"שו""ע יו""ד פ""ג:א",True,True,True,False,False
"אני מתארח אצל חברים לארוחת ערב, והם הכינו מגש עם נקניקיות עוף ומגש עם גבינות שונות. האם מותר לי לאכול מהמגשים כשהם מונחים יחד על אותו שולחן האוכל, או שיש בכך בעיה הלכתית?",לא,"שו""ע יו""ד פח:א","יו""ד","תשובה: כן
מקור: שו""ע יו""ד פ""ח:א-ב

ההלכה מתירה להניח בשר ומוצרי חלב על אותו שולחן. השולחן ערוך ביו""ד סימן פ""ח סעיפים א-ב קובע שאין איסור בהנחת בשר וגבינה על אותו שולחן, כל עוד שני אנשים שאינם מכירים זה את זה אינם אוכלים יחד ממאכלים אלו (או שיש היכר ביניהם). במקרה שלך, מדובר רק בהנחת המגשים על אותו שולחן, ולא באכילה משותפת של אדם אחד משניהם בו-זמנית, ולכן הדבר מותר.",כן,"שו""ע יו""ד פ""ח:א-ב",False,True,True,True,False
"אתמול בצהריים אכלתי חזה עוף בארוחת הצהריים, ואחרי כחמש שעות רציתי לאכול פיצה עם גבינה לארוחת ערב. האם מותר לי לאכול את הפיצה, או שעליי להמתין עוד זמן לאחר אכילת העוף?","מחלוקת שו""ע-רמ""א","שו""ע יו""ד פט:א","יו""ד","תשובה: כן
מקור: שו""ע יו""ד פ""ט:א",כן,"שו""ע יו""ד פ""ט:א",False,True,True,True,False
"אני אוהב לאפות חלות לשבת. שקלתי להכין השבוע מתכון מיוחד של חלות עם חלב במקום מים, כדי שיהיו רכות ועשירות יותר. האם מותר לי מבחינה הלכתית להכין את החלות בצורה כזו?",לא,"שו""ע יו""ד צז:א","יו""ד","תשובה: לא
מקור: שו""ע יו""ד צ""ז:א",לא,"שו""ע יו""ד צ""ז:א",True,True,True,True,True
"אני גר באזור מרוחק שבו יש רק מאפייה אחת שבבעלות לא-יהודית. אין באזור מאפיית יהודים כלל, ואני מתלבט האם מותר לי לקנות לחם מהמאפייה הזו לארוחת הבוקר שלי, או שעליי להימנע מכך?","מחלוקת שו""ע-רמ""א","שו""ע יו""ד קיב:ב","יו""ד","תשובה: לא
מקור: שו""ע יו""ד קי""ב:א-ב

המקורות מציינים את איסור פת עכו""ם (פת של נכרים). השולחן ערוך ביו""ד סימן קי""ב סעיפים א-ב אוסר אכילת פת של נכרים, אפילו כאשר אין חשש של מאכלות אסורות. אמנם הרמ""א מקל במקום שאין פת ישראל מצוי, אך מכיוון שלא ציינת שאין באפשרותך להכין לחם בעצמך או להביא ממקום אחר, התשובה על פי עיקר הדין בשו""ע היא ""לא"".",לא,"שו""ע יו""ד קי""ב:א-ב",False,True,True,False,False
