original_question,true_answer,true_source,part,model_full_response,model_answer,model_source,correct_answer,correct_part,correct_siman,correct_saif,correct_all
"לויתי כסף משני חברים ובגלל קשיים כלכליים אני לא יכול להחזיר לשניהם את החוב במלואו. אחד החברים שלח את גיסו לביתי בזמן שלא הייתי, והוא לקח את המחשב הנייד שלי כדי להבטיח את החזר החוב לחבר שלו. האם הוא רשאי לעשות זאת?",לא,"שו""ע חו""מ קה:א","חו""מ","תשובה: לא
מקור: שו""ע חו""ם צ""ז:א",לא,"שו""ע חו""ם צ""ז:א",True,True,False,True,False
"אבי ז""ל נפטר לפני חודש והשאיר אחריו חוב לספק הריהוט שלו. אני ואחי ירשנו ממנו דירה קטנה. הספק פנה אלינו בדרישה שנשלם את החוב. האם אנחנו מחויבים על פי ההלכה לשלם את חובו של אבינו?",כן,"שו""ע חו""מ קז:א","חו""מ","תשובה: כן
מקור: שו""ע חו""ם רע""ח:א",כן,"שו""ע חו""ם רע""ח:א",True,True,False,True,False
"בשיחה עם חבר לעבודה, התבדחתי על חזרתו בתשובה וקראתי לו ""חוזר בשאלה"" בטון מזלזל. הוא נפגע מאוד ואמר שפגעתי בו. האם עברתי על איסור אונאת דברים לפי ההלכה?",כן,"שו""ע חו""מ רכח:א","חו""מ","תשובה: כן
מקור: שו""ע חו""ח רכ""ח:א",כן,"שו""ע חו""ח רכ""ח:א",True,False,True,True,True
"בכיתה אצלנו יש תלמיד שכולם קוראים לו ""ג'ינג'י"" בגלל צבע שיערו, והוא נראה שהתרגל לזה. אתמול קראתי לו כך כשהוא טעה בתשובה בכיתה כדי להביך אותו קצת. האם עברתי על איסור בכך?",כן,"שו""ע חו""מ רכח:ה","חו""מ","תשובה: כן
מקור: שו""ע חו""ם תכ""א:א",כן,"שו""ע חו""ם תכ""א:א",True,True,False,False,False
"בטיול השנתי של הכיתה של בני, החליטו התלמידים לעשות מתיחה לחבר שלהם ולקחת את התיק שלו ולהחביא אותו. בני שיתף אותי ואמר שהם התכוונו להחזיר את התיק בסוף היום ושזה היה רק בצחוק. האם מותר לעשות זאת מבחינה הלכתית?",לא,"שו""ע חו""מ שמח:א","חו""מ","תשובה: לא
מקור: שו""ע חו""ם שס""ח:א",לא,"שו""ע חו""ם שס""ח:א",True,True,False,True,False
"בשוק הפשפשים, מוכר הציע לי שעון יוקרתי במחיר מאוד נמוך. כשהתעניינתי, הוא לחש באוזני שהשעון ""נלקח"" ממחסן של חנות מותגים. האם מותר לי לקנות את השעון במחיר המציאה הזה?",לא,"שו""ע חו""מ שנו:א","חו""מ","תשובה: לא
מקור: שו""ע חו""ם שנ""ו:א",לא,"שו""ע חו""ם שנ""ו:א",True,True,True,True,True
קניתי לאחרונה בית חדש ובחצר האחורית יש מבנה קטן שאני משתמש בו רק לאחסון כלי עבודה וציוד גינה. האם אני מחויב לבנות מעקה על גג המבנה הזה?,לא,"שו""ע חו""מ תכז:א","חו""מ","תשובה: לא
מקור: שו""ע חו""ח תכ""ז:א",לא,"שו""ע חו""ח תכ""ז:א",True,False,True,True,True
"אני אשה שלמדה הלכות שחיטה והתאמנתי רבות, ועתה ברצוני לשחוט עופות בחצר ביתי לצורך משפחתי. בעלי טוען שנשים אינן רשאיות לשחוט על פי ההלכה. האם מותר לי לשחוט?","מחלוקת שו""ע-רמ""א","שו""ע יו""ד א:א","יו""ד","תשובה: כן
מקור: שו""ע יו""ד א:א",כן,"שו""ע יו""ד א:א",False,True,True,True,False
"אתמול שחטתי עוף בחצר ביתי לארוחת ערב. תוך כדי השחיטה התחלתי לחשוב על דברים אחרים ולא התרכזתי כלל במעשה השחיטה, אך הקפדתי על כל הלכות השחיטה מבחינה טכנית. האם העוף כשר למאכל למרות שלא הייתה לי כוונה מיוחדת לשם שחיטה בזמן המעשה?",כן,"שו""ע יו""ד ג:א","יו""ד","תשובה: כן
מקור: שו""ע יו""ד א:ה",כן,"שו""ע יו""ד א:ה",True,True,False,False,False
"קניתי סכין יפני חדש מפלדה איכותית לבית ורציתי להשתמש בו לשחיטת תרנגולת שגידלתי בחצר לקראת החג. האם מותר לי לשחוט עם הסכין הזה, בהנחה שהוא חד מאוד ואין בו שום פגם?",כן,"שו""ע יו""ד ו:א","יו""ד","תשובה: לא
מקור: שו""ע יו""ד ח:א",לא,"שו""ע יו""ד ח:א",False,True,False,True,False
"אני שוחט שקנה סכין חדש קטן יחסית, ואני לא בטוח אם הוא מספיק ארוך לשחיטה. האם אני יכול להשתמש בו אם אורך הסכין שווה בדיוק לאורך צוואר אחד של התרנגולת שאני מתכוון לשחוט?",לא,"שו""ע יו""ד ח:א","יו""ד","תשובה: לא
מקור: שו""ע יו""ד ו:א",לא,"שו""ע יו""ד ו:א",True,True,False,True,False
אני עובד בבית מטבחיים ולפעמים אנחנו נדרשים לשחוט בשעות מאוחרות בלילה. האם מותר לי מבחינה הלכתית לשחוט בהמה בלילה כאשר המקום מואר היטב באמצעות תאורה חשמלית חזקה?,כן,"שו""ע יו""ד יא:א","יו""ד","תשובה: לא
מקור: שו""ע יו""ד י""א:ה",לא,"שו""ע יו""ד י""א:ה",False,True,True,False,False
"אני שוחט במקצועי וביום שבת שחטתי כמה עופות בשוגג כי התבלבלתי בתאריך וחשבתי שהיום יום חול. כמובן שאני מצטער מאוד על חילול השבת, אבל רציתי לדעת האם העופות ששחטתי כשרים לאכילה או שהם נאסרו בגלל שנשחטו בשבת?",כן,"שו""ע יו""ד יא:ב","יו""ד","תשובה: כן
מקור: שו""ע או""ח שי""ח:א",כן,"שו""ע או""ח שי""ח:א",True,False,False,False,False
"בנסיעה לים, תפסתי דג גדול ורציתי להכין אותו לארוחת ערב. חבר דתי שהיה איתי אמר לי שעליי לשחוט את הדג לפי כללי השחיטה היהודית כדי שיהיה כשר. האם הוא צודק?",לא,"שו""ע יו""ד יג:א","יו""ד","תשובה: לא
מקור: שו""ע יו""ד כ""ח:י",לא,"שו""ע יו""ד כ""ח:י",True,True,False,False,False
"אני שוחט בקהילה הקטנה שלנו, והיום הייתי צריך לשחוט מספר תרנגולות לשבת. מרוב לחץ, שחטתי שלוש תרנגולות ברצף ורק אחר כך בדקתי את הסכין. חבר אמר לי שהייתי צריך לבדוק את הסכין בין כל שחיטה. האם הוא צודק?",כן,"שו""ע יו""ד יח:יא","יו""ד","תשובה: כן
מקור: שו""ע יו""ד י""ח:ג",כן,"שו""ע יו""ד י""ח:ג",True,True,True,False,False
"כבעל שמחה משפחתית, הזמנתי שוחט לאירוע שלנו כדי לשחוט כמה תרנגולות, כבש וברווז לסעודה החגיגית. האם השוחט צריך לברך ברכה נפרדת לפני שחיטת כל סוג בעל חיים, או שמספיקה ברכה אחת לכל השחיטות?",כן (מספיקה ברכה אחת),"שו""ע יו""ד יט:ב","יו""ד","תשובה: לא

מקור: שו""ע יו""ד כ""ח:ב",לא,"שו""ע יו""ד כ""ח:ב",False,True,False,True,False
"אני מנהל מסעדה כשרה למהדרין. לאחרונה, השוחט שלנו התחיל לקצר תהליכים ולא בודק את הריאה של כל בהמה אם אין סימנים חיצוניים לבעיה. הוא טוען שמספיק לבדוק רק אם יש סימן חיצוני לבעיה. האם הוא צודק מבחינה הלכתית?",לא,"שו""ע יו""ד לט:א","יו""ד","תשובה: לא
מקור: שו""ע יו""ד ל""ט:א",לא,"שו""ע יו""ד ל""ט:א",True,True,True,True,True
"קניתי עגל בשוק והלכתי לשוחט שישחט אותו עבורי. האם אני מחויב על פי ההלכה להפריש חלק מבשר העגל (הזרוע, הלחיים והקיבה) ולתת אותם לחבר שלי שהוא כהן?",כן,"שו""ע יו""ד סא:א","יו""ד","תשובה: כן
מקור: שו""ע יו""ד ס""א:א",כן,"שו""ע יו""ד ס""א:א",True,True,True,True,True
"קניתי חבילת בשר כשר מהסופרמרקט השכונתי (שמוכר רק בשר כשר) והשארתי אותה על השיש במטבח בזמן שיצאתי לסידורים לכמה שעות. כשחזרתי, אני לא בטוח אם זו אותה חבילת בשר שקניתי כי אינה נראית מסומנת באופן מיוחד. האם מותר לי להשתמש בבשר זה?",לא,"שו""ע יו""ד סג:א","יו""ד","תשובה: כן
מקור: שו""ע יו""ד קי""ח:י",כן,"שו""ע יו""ד קי""ח:י",False,True,False,False,False
הכנתי חביתה לארוחת בוקר ובזמן שבירת הביצה לקערה הבחנתי בנקודת דם קטנה בחלק הלבן של הביצה. האם מותר לי להסיר את נקודת הדם ולהשתמש בשאר הביצה להכנת החביתה?,כן,"שו""ע יו""ד סו:ג","יו""ד","תשובה: כן
מקור: שו""ע יו""ד ס""ו:ג",כן,"שו""ע יו""ד ס""ו:ג",True,True,True,True,True
"שמתי בשר במלח כדי להכשירו, והוא שהה שם כ-20 דקות בלבד. לפתע הודיעו לי שאורחים חשובים מגיעים בהקדם ואני צריך לזרז את הכנת הארוחה. האם מותר לי להסיר את המלח ולהמשיך בבישול הבשר למרות שלא עברה שעה שלמה?",כן,"שו""ע יו""ד סט:ו","יו""ד","תשובה: לא
מקור: שו""ע יו""ד ס""ט:ו",לא,"שו""ע יו""ד ס""ט:ו",False,True,True,True,False
הכנתי תבשיל ולתוכו הכנסתי חתיכת בשר ששכחתי למלוח אותה קודם. שמתי לב לכך רק לאחר הבישול. בדקתי ומצאתי שיש פי שישים בתבשיל ביחס לחתיכת הבשר שלא נמלחה. האם מותר לי לאכול גם את חתיכת הבשר עצמה?,"מחלוקת שו""ע-רמ""א","שו""ע יו""ד סט:יא","יו""ד","תשובה: לא
מקור: שו""ע יו""ד ס""ט:י""ז",לא,"שו""ע יו""ד ס""ט:י""ז",False,True,True,False,False
"בישלתי ארוחת ערב ושמתי בסיר כבד עוף שרק מלחתי אותו (כמו שאר הבשר) בלי לצלות אותו קודם. לאחר שהתבשיל היה מוכן, נזכרתי שאולי הייתי צריך לטפל בכבד אחרת. האם התבשיל כשר לאכילה?","מחלוקת שו""ע-רמ""א","שו""ע יו""ד עג:א","יו""ד","תשובה: לא
מקור: שו""ע יו""ד עג:א",לא,"שו""ע יו""ד עג:א",False,True,True,True,False
"קניתי דג מסוג לא מוכר בשוק והמוכר אמר שהוא כשר, אבל כשהגעתי הביתה לא הצלחתי לראות קשקשים על העור שלו. שמתי את הדג בקערה מלאה מים וראיתי שיש כמה קשקשים קטנים שצפים במים. האם מותר לי לאכול את הדג?",כן,"שו""ע יו""ד פג:ב","יו""ד","תשובה: כן
מקור: שו""ע יו""ד פג:ח",כן,"שו""ע יו""ד פג:ח",True,True,True,False,False
"אני מתארח אצל חברים לארוחת ערב, והם הכינו מגש עם נקניקיות עוף ומגש עם גבינות שונות. האם מותר לי לאכול מהמגשים כשהם מונחים יחד על אותו שולחן האוכל, או שיש בכך בעיה הלכתית?",לא,"שו""ע יו""ד פח:א","יו""ד","תשובה: לא
מקור: שו""ע יו""ד פ""ח:א",לא,"שו""ע יו""ד פ""ח:א",True,True,True,True,True
"אתמול בצהריים אכלתי חזה עוף בארוחת הצהריים, ואחרי כחמש שעות רציתי לאכול פיצה עם גבינה לארוחת ערב. האם מותר לי לאכול את הפיצה, או שעליי להמתין עוד זמן לאחר אכילת העוף?","מחלוקת שו""ע-רמ""א","שו""ע יו""ד פט:א","יו""ד","תשובה: לא
מקור: שו""ע יו""ד פ""ט:א",לא,"שו""ע יו""ד פ""ט:א",False,True,True,True,False
"אני אוהב לאפות חלות לשבת. שקלתי להכין השבוע מתכון מיוחד של חלות עם חלב במקום מים, כדי שיהיו רכות ועשירות יותר. האם מותר לי מבחינה הלכתית להכין את החלות בצורה כזו?",לא,"שו""ע יו""ד צז:א","יו""ד","תשובה: לא
מקור: שו""ע יו""ד צ""ז:א",לא,"שו""ע יו""ד צ""ז:א",True,True,True,True,True
"אני גר באזור מרוחק שבו יש רק מאפייה אחת שבבעלות לא-יהודית. אין באזור מאפיית יהודים כלל, ואני מתלבט האם מותר לי לקנות לחם מהמאפייה הזו לארוחת הבוקר שלי, או שעליי להימנע מכך?","מחלוקת שו""ע-רמ""א","שו""ע יו""ד קיב:ב","יו""ד","תשובה: לא
מקור: שו""ע יו""ד קי""ב:א",לא,"שו""ע יו""ד קי""ב:א",False,True,True,False,False
